card_id,location_id,timestamp,entity_id
C1159,CC_SERVER,2025-10-21T02:22:23.200Z,E100567
C3120,LAB_101,2025-10-24T17:22:22.200Z,E100229
C6614,ADMIN_OFFICE,2025-10-07T05:48:29.200Z,E100502
C8272,AC_301,2025-10-09T13:55:11.200Z,E100534
C9632,CAF_MAIN,2025-10-16T09:17:57.200Z,E100646
C4012,AC_301,2025-10-04T02:42:10.200Z,E100708
C2770,CAF_FOOD_COURT,2025-10-22T05:46:29.200Z,E100886
C5211,GYM_MAIN,2025-09-27T05:55:25.200Z,E100807
C7047,LIB_ENT,2025-10-01T11:13:48.200Z,E100720
C1364,LAB_102,2025-10-01T09:01:16.200Z,E100014
C5064,AC_102,2025-10-11T10:38:28.200Z,E100358
C4489,LIB_L1,2025-09-25T11:50:21.200Z,E100857
C1465,CC_LAB1,2025-10-21T07:33:34.200Z,E100901
C2380,LAB_301,2025-10-19T06:25:44.200Z,E100190
C7345,LAB_201,2025-10-20T05:04:42.200Z,E100814
C1130,LIB_L3,2025-10-24T03:44:05.200Z,E100445
C3204,LAB_102,2025-10-21T05:55:56.200Z,E100183
C5015,GYM_INDOOR,2025-10-14T10:57:55.200Z,E100023
C3715,GYM_MAIN,2025-10-14T14:31:46.200Z,E100765
C8559,CAF_FOOD_COURT,2025-10-01T08:33:14.200Z,E100057
C9746,CC_LAB1,2025-09-27T04:14:51.200Z,E100207
C1867,CC_SERVER,2025-10-08T05:18:22.200Z,E100395
C2031,CC_LAB1,2025-10-07T18:02:22.200Z,E100737
C4501,CAF_MAIN,2025-10-20T13:39:50.200Z,E100325
C2723,CC_LAB1,2025-10-22T10:23:48.200Z,E100600
C8082,HOSTEL_B,2025-09-27T09:13:45.200Z,E100962
C3507,AC_101,2025-10-22T06:13:36.200Z,E100300
C2102,CC_LAB2,2025-10-12T03:18:23.200Z,E100896
C1816,GYM_INDOOR,2025-10-20T11:02:31.200Z,E100733
C5539,HOSTEL_A,2025-10-11T09:53:00.200Z,E100984
C3381,LAB_102,2025-10-22T03:37:33.200Z,E100487
C7188,LIB_ENT,2025-10-03T10:14:26.200Z,E100552
C9793,LIB_ENT,2025-10-16T16:32:34.200Z,E100222
C5024,HOSTEL_C,2025-10-15T05:27:16.200Z,E100477
C5529,AUD_MAIN,2025-10-07T06:52:28.200Z,E100414
C4904,LAB_301,2025-10-11T07:14:56.200Z,E100333
C8742,GYM_INDOOR,2025-10-13T16:06:38.200Z,E100636
C6088,AC_101,2025-10-24T10:17:27.200Z,E100734
C3359,HOSTEL_C,2025-10-09T18:19:54.200Z,E100705
C7333,LIB_L1,2025-10-04T18:21:03.200Z,E100243
C6863,LIB_L2,2025-09-28T09:37:48.200Z,E100206
C7056,AUD_MAIN,2025-10-21T23:11:59.200Z,E100949
C6974,AC_101,2025-09-29T14:32:04.200Z,E100576
C7487,ADMIN_OFFICE,2025-10-17T03:42:14.200Z,E100347
C2942,HOSTEL_C,2025-10-03T08:00:25.200Z,E100028
C4623,HOSTEL_C,2025-10-17T08:27:17.200Z,E100104
C1945,GYM_INDOOR,2025-10-10T04:49:35.200Z,E100178
C2128,LIB_L3,2025-09-28T15:07:09.200Z,E100803
C8272,HOSTEL_C,2025-09-29T13:42:17.200Z,E100534
C5663,LAB_101,2025-10-02T02:55:35.200Z,E100702
C9981,AUD_MAIN,2025-10-05T08:56:56.200Z,E100926
C7047,ADMIN_LOBBY,2025-10-20T06:23:34.200Z,E100720
C3488,LAB_102,2025-09-27T15:18:59.200Z,E100143
C2924,LIB_L1,2025-10-24T11:26:41.200Z,E100571
C4106,CC_LAB1,2025-10-23T12:24:14.200Z,E100172
C3148,AC_102,2025-10-09T15:28:19.200Z,E100859
C4314,LIB_L3,2025-10-23T11:51:15.200Z,E100707
C7920,CC_LAB2,2025-10-20T07:01:20.200Z,E100810
C1654,LIB_L2,2025-10-01T11:24:44.200Z,E100271
C9521,CAF_MAIN,2025-09-30T13:24:00.200Z,E100095
C2842,LAB_201,2025-09-27T17:15:51.200Z,E100954
C3985,HOSTEL_B,2025-09-25T04:21:28.200Z,E100326
C5266,LIB_ENT,2025-10-12T07:00:35.200Z,E100013
C1956,HOSTEL_B,2025-10-10T19:02:19.200Z,E100931
C4914,CC_LAB2,2025-10-15T10:49:13.200Z,E100331
C7379,AC_102,2025-10-08T13:49:36.200Z,E100107
C2703,LIB_L1,2025-09-25T16:06:53.200Z,E100226
C4684,CC_LAB1,2025-10-09T12:33:20.200Z,E100335
C6714,AC_101,2025-10-15T06:16:32.200Z,E100928
C4596,CC_LAB2,2025-10-19T13:28:10.200Z,E100589
C4658,CC_LAB2,2025-10-03T17:50:15.200Z,E100188
C4963,CC_LAB1,2025-10-07T03:16:47.200Z,E100763
C7812,AC_102,2025-10-15T10:59:52.200Z,E100043
C9981,AC_301,2025-10-11T07:22:50.200Z,E100926
C4684,AC_201,2025-10-08T01:10:40.200Z,E100335
C1864,LAB_301,2025-10-12T15:33:44.200Z,E100179
C8424,CAF_FOOD_COURT,2025-10-15T02:15:41.200Z,E100471
C7594,GYM_INDOOR,2025-10-05T15:31:51.200Z,E100830
C1796,LIB_L3,2025-09-28T06:15:58.200Z,E100269
C5568,LAB_201,2025-10-23T16:22:06.200Z,E100746
C5542,LIB_L3,2025-10-06T14:51:41.200Z,E100125
C7188,CC_LAB2,2025-10-20T05:00:44.200Z,E100552
C2831,AC_201,2025-10-19T13:07:10.200Z,E100684
C7812,GYM_INDOOR,2025-09-25T08:37:12.200Z,E100043
C7884,LAB_301,2025-10-14T18:17:17.200Z,E100386
C7259,HOSTEL_A,2025-09-26T11:42:28.200Z,E100444
C2347,AUD_MAIN,2025-10-14T12:26:05.200Z,E100513
C7650,LIB_L1,2025-09-29T17:04:31.200Z,E100153
C3552,AUD_SEMINAR,2025-10-16T02:44:00.200Z,E100485
C2296,HOSTEL_A,2025-10-13T14:48:30.200Z,E100284
C3009,CAF_MAIN,2025-10-02T10:55:57.200Z,E100545
C8303,LAB_102,2025-10-09T18:35:12.200Z,E100415
C1973,AC_301,2025-09-30T06:39:39.200Z,E100912
C5630,LIB_L1,2025-10-20T02:24:26.200Z,E100334
C5374,HOSTEL_B,2025-10-06T06:14:02.200Z,E100088
C6863,CAF_FOOD_COURT,2025-10-18T08:11:55.200Z,E100206
C9050,LIB_L3,2025-10-18T06:25:34.200Z,E100375
C7594,AC_101,2025-10-08T14:09:39.200Z,E100830
C6676,HOSTEL_B,2025-10-22T14:04:18.200Z,E100536
C9921,LAB_102,2025-09-29T11:41:00.200Z,E100089
C2762,HOSTEL_B,2025-10-16T04:59:31.200Z,E100515
C8417,ADMIN_LOBBY,2025-10-07T08:47:56.200Z,E100248
C4882,AC_301,2025-10-11T04:17:57.200Z,E100501
C7551,CAF_MAIN,2025-09-29T23:11:55.200Z,E100504
C5132,LAB_201,2025-10-09T12:52:35.200Z,E100729
C1579,LIB_L3,2025-10-17T10:24:27.200Z,E100311
C8047,AUD_MAIN,2025-10-19T09:01:17.200Z,E100133
C2190,GYM_INDOOR,2025-10-08T11:12:50.200Z,E100257
C7630,HOSTEL_C,2025-09-27T09:06:11.200Z,E100946
C9260,AUD_SEMINAR,2025-10-07T06:19:59.200Z,E100925
C8417,CC_LAB1,2025-09-25T03:09:47.200Z,E100679
C8968,GYM_INDOOR,2025-09-27T02:51:56.200Z,E100327
C1313,AC_201,2025-10-13T14:37:28.200Z,E100813
C2296,CC_LAB2,2025-10-20T10:13:36.200Z,E100284
C1352,LAB_201,2025-10-19T09:12:41.200Z,E100490
C1682,ADMIN_LOBBY,2025-10-22T10:26:42.200Z,E100187
C4139,CC_LAB2,2025-10-23T12:38:20.200Z,E100939
C7622,ADMIN_LOBBY,2025-10-22T08:11:03.200Z,E100528
C3577,LIB_L2,2025-10-06T09:54:53.200Z,E100474
C1261,AC_201,2025-10-08T17:11:40.200Z,E100789
C7345,LAB_101,2025-10-17T05:14:26.200Z,E100814
C5645,GYM_MAIN,2025-10-20T13:42:51.200Z,E100308
C7235,HOSTEL_A,2025-10-21T04:32:38.200Z,E100112
C3971,LIB_ENT,2025-10-06T14:54:54.200Z,E100114
C9647,LAB_301,2025-10-09T03:45:19.200Z,E100227
C2899,HOSTEL_A,2025-09-27T20:51:56.200Z,E100428
C3694,CC_LAB1,2025-10-07T11:00:44.200Z,E100691
C2949,CC_LAB1,2025-10-14T14:59:15.200Z,E100888
C8297,ADMIN_LOBBY,2025-10-04T14:31:29.200Z,E100983
C5837,AC_102,2025-09-25T07:49:03.200Z,E100244
C6974,LIB_L3,2025-10-12T02:35:13.200Z,E100576
C3549,CC_LAB2,2025-10-18T05:13:30.200Z,E100647
C7464,HOSTEL_A,2025-10-20T23:50:19.200Z,E100540
C2296,HOSTEL_A,2025-10-12T16:26:16.200Z,E100284
C3025,LIB_L3,2025-10-17T11:44:14.200Z,E100189
C1729,AC_102,2025-09-26T03:26:03.200Z,E100573
C8462,CAF_FOOD_COURT,2025-10-21T13:41:57.200Z,E100150
C7305,LAB_102,2025-10-02T02:55:15.200Z,E100520
C2655,AC_101,2025-10-16T02:04:08.200Z,E100000
C6190,LAB_201,2025-10-01T13:53:56.200Z,E100844
C7426,LIB_L2,2025-09-27T14:59:10.200Z,E100324
C3068,LAB_101,2025-10-17T13:40:53.200Z,E100071
C4901,AC_102,2025-09-29T03:03:17.200Z,E100739
C4130,AC_201,2025-10-11T07:10:06.200Z,E100596
C3438,LAB_102,2025-10-20T06:34:26.200Z,E100693
C7426,LIB_L3,2025-10-13T14:28:17.200Z,E100324
C7622,AC_301,2025-10-16T14:09:40.200Z,E100528
C8111,LAB_301,2025-10-03T08:38:37.200Z,E100017
C1314,AC_201,2025-10-08T17:17:23.200Z,E100923
C5704,AC_201,2025-10-02T18:01:41.200Z,E100773
C7683,LIB_L1,2025-10-16T17:17:41.200Z,E100215
C1089,GYM_INDOOR,2025-10-05T10:50:56.200Z,E100577
C5036,LIB_L3,2025-10-11T13:08:51.200Z,E100438
C4963,LAB_201,2025-10-01T15:36:54.200Z,E100763
C4443,AC_301,2025-10-06T03:50:19.200Z,E100579
C7141,AC_301,2025-10-15T15:40:19.200Z,E100008
C7708,ADMIN_OFFICE,2025-10-23T00:58:40.200Z,E100038
C5237,LIB_L1,2025-10-01T04:15:43.200Z,E100661
C1521,HOSTEL_C,2025-10-14T08:11:32.200Z,E100869
C5881,CC_SERVER,2025-10-24T06:10:33.200Z,E100599
C8933,AC_102,2025-10-16T15:19:30.200Z,E100832
C7967,AC_301,2025-10-22T04:15:01.200Z,E100994
C9270,CC_LAB2,2025-10-12T09:10:27.200Z,E100476
C2032,AC_301,2025-09-26T14:12:37.200Z,E100666
C1387,LIB_L1,2025-09-26T09:34:09.200Z,E100228
C3143,HOSTEL_B,2025-10-15T13:57:05.200Z,E100685
C6365,CC_SERVER,2025-09-28T10:02:35.200Z,E100230
C2918,HOSTEL_C,2025-10-03T13:57:53.200Z,E100486
C8643,LAB_101,2025-10-06T04:51:06.200Z,E100971
C4684,AUD_SEMINAR,2025-09-30T15:07:57.200Z,E100335
C5680,CAF_FOOD_COURT,2025-09-29T08:58:47.200Z,E100673
C1143,LIB_ENT,2025-10-21T08:01:41.200Z,E100864
C5756,LIB_L2,2025-10-15T05:17:02.200Z,E100988
C1779,LIB_L1,2025-10-07T16:33:12.200Z,E100559
C1823,AC_102,2025-09-26T05:23:58.200Z,E100640
C7464,AC_101,2025-10-09T14:25:28.200Z,E100540
C9846,LAB_102,2025-10-13T11:45:44.200Z,E100442
C9325,LAB_201,2025-10-23T03:22:29.200Z,E100980
C8070,CC_LAB1,2025-10-11T09:25:18.200Z,E100676
C6450,CAF_FOOD_COURT,2025-10-16T05:33:51.200Z,E100475
C9163,LAB_102,2025-10-08T13:09:50.200Z,E100911
C1203,CAF_MAIN,2025-10-12T08:38:30.200Z,E100637
C2398,HOSTEL_B,2025-10-02T07:18:06.200Z,E100961
C3577,LIB_L1,2025-10-08T17:35:25.200Z,E100474
C1297,HOSTEL_C,2025-10-10T10:02:12.200Z,E100929
C1603,AC_201,2025-10-11T13:42:12.200Z,E100064
C4780,LIB_ENT,2025-10-13T15:41:57.200Z,E100313
C7070,CAF_FOOD_COURT,2025-09-25T14:16:43.200Z,E100348
C4115,ADMIN_LOBBY,2025-10-12T17:41:40.200Z,E100512
C2020,LIB_L3,2025-10-14T18:56:44.200Z,E100570
C9634,AUD_MAIN,2025-10-16T07:00:48.200Z,E100199
C3255,CC_LAB2,2025-09-28T15:29:23.200Z,E100631
C2449,CC_SERVER,2025-10-15T18:17:04.200Z,E100198
C4110,ADMIN_LOBBY,2025-10-10T01:58:12.200Z,E100963
C5791,CC_LAB2,2025-10-15T14:47:02.200Z,E100015
C2148,LAB_301,2025-10-09T12:27:17.200Z,E100494
C5556,GYM_MAIN,2025-10-04T06:20:17.200Z,E100914
C3566,LAB_201,2025-10-23T03:02:45.200Z,E100145
C1461,AUD_MAIN,2025-10-04T03:34:55.200Z,E100727
C6714,HOSTEL_C,2025-09-28T06:15:43.200Z,E100928
C6698,CC_SERVER,2025-10-17T01:27:04.200Z,E100345
C4596,AUD_MAIN,2025-09-30T13:10:10.200Z,E100589
C2159,CC_SERVER,2025-10-08T12:15:20.200Z,E100668
C6061,GYM_INDOOR,2025-09-30T15:00:32.200Z,E100645
C1297,AUD_SEMINAR,2025-10-19T10:27:23.200Z,E100929
C5750,LIB_L3,2025-10-11T11:19:33.200Z,E100827
C1794,CC_LAB1,2025-10-18T16:04:50.200Z,E100037
C8480,AC_102,2025-10-08T06:19:25.200Z,E100388
C1571,AC_102,2025-10-22T11:09:29.200Z,E100316
C6486,CAF_FOOD_COURT,2025-09-29T21:17:42.200Z,E100987
C3599,AUD_SEMINAR,2025-10-10T13:48:33.200Z,E100642
C9451,AC_201,2025-10-21T12:22:23.200Z,E100086
C2573,GYM_INDOOR,2025-10-12T10:47:34.200Z,E100328
C9451,CC_SERVER,2025-10-04T22:24:27.200Z,E100086
C1910,GYM_MAIN,2025-10-08T11:42:07.200Z,E100546
C5476,HOSTEL_B,2025-10-01T13:02:34.200Z,E100652
C4542,HOSTEL_C,2025-10-22T13:43:06.200Z,E100808
C7238,LIB_L1,2025-09-25T06:23:51.200Z,E100165
C7222,AC_102,2025-10-24T11:08:51.200Z,E100166
C2918,GYM_MAIN,2025-10-10T12:34:01.200Z,E100486
C3385,LIB_ENT,2025-10-12T21:35:37.200Z,E100182
C7996,ADMIN_OFFICE,2025-10-22T09:32:42.200Z,E100885
C4648,LAB_201,2025-10-05T12:16:51.200Z,E100452
C5033,AC_101,2025-10-18T08:20:26.200Z,E100881
C3475,AUD_SEMINAR,2025-09-28T03:28:34.200Z,E100361
C3126,AUD_MAIN,2025-10-02T04:13:56.200Z,E100531
C4694,ADMIN_OFFICE,2025-10-15T09:02:52.200Z,E100340
C6283,LIB_L2,2025-10-05T15:14:49.200Z,E100242
C5700,CC_LAB1,2025-10-12T06:06:24.200Z,E100697
C5693,LIB_L2,2025-09-25T12:51:14.200Z,E100385
C4590,LIB_L2,2025-10-03T10:36:23.200Z,E100353
C3120,CC_LAB1,2025-10-15T08:59:51.200Z,E100080
C7443,CC_LAB1,2025-10-22T14:48:46.200Z,E100337
C4170,CAF_MAIN,2025-09-28T04:48:56.200Z,E100850
C5885,HOSTEL_C,2025-09-28T03:08:31.200Z,E100799
C6018,LIB_ENT,2025-10-07T04:24:58.200Z,E100493
C7967,GYM_INDOOR,2025-10-06T10:31:52.200Z,E100994
C3546,CC_LAB2,2025-10-16T18:19:47.200Z,E100370
C5946,HOSTEL_B,2025-09-30T21:26:51.200Z,E100270
C8666,CC_SERVER,2025-09-27T14:58:33.200Z,E100246
C6113,LIB_L1,2025-10-11T09:45:43.200Z,E100478
C1823,LIB_L3,2025-10-10T05:40:23.200Z,E100640
C4443,LAB_301,2025-10-11T17:51:29.200Z,E100579
C4012,HOSTEL_B,2025-09-29T04:28:49.200Z,E100708
C2550,LIB_L2,2025-10-13T23:08:20.200Z,E100292
C7088,GYM_MAIN,2025-10-03T04:15:53.200Z,E100654
C2831,LIB_L3,2025-10-02T06:32:35.200Z,E100684
C5791,CC_SERVER,2025-10-20T22:32:34.200Z,E100015
C2739,HOSTEL_A,2025-09-26T10:30:58.200Z,E100314
C2831,LAB_201,2025-10-04T12:03:59.200Z,E100684
C6695,LAB_101,2025-10-21T08:56:44.200Z,E100470
C9620,ADMIN_OFFICE,2025-09-30T08:50:57.200Z,E100873
C4590,GYM_MAIN,2025-10-21T04:36:09.200Z,E100353
C7067,LAB_102,2025-10-01T18:28:16.200Z,E100021
C8878,ADMIN_LOBBY,2025-10-17T02:51:37.200Z,E100147
C4901,AUD_SEMINAR,2025-10-21T14:49:05.200Z,E100417
C4844,LIB_L1,2025-10-20T13:55:36.200Z,E100978
C6444,CC_LAB2,2025-10-06T05:06:16.200Z,E100760
C6092,CC_LAB1,2025-10-03T16:13:01.200Z,E100240
C5194,LIB_L1,2025-09-28T09:13:00.200Z,E100548
C4725,CC_LAB2,2025-10-04T21:48:10.200Z,E100635
C1494,CAF_MAIN,2025-09-28T13:39:19.200Z,E100639
C2655,GYM_INDOOR,2025-10-22T13:15:07.200Z,E100000
C6695,CC_SERVER,2025-10-24T11:16:40.200Z,E100470
C3466,GYM_INDOOR,2025-09-26T04:57:44.200Z,E100384
C4316,LAB_301,2025-10-23T07:12:13.200Z,E100532
C8537,LAB_102,2025-09-29T08:57:23.200Z,E100392
C7088,LAB_201,2025-09-29T12:54:54.200Z,E100654
C8962,CAF_MAIN,2025-10-11T13:31:21.200Z,E100231
C6152,CAF_FOOD_COURT,2025-09-29T04:24:34.200Z,E100985
C6224,LIB_L3,2025-10-07T14:18:24.200Z,E100045
C7070,LIB_L1,2025-10-10T08:01:31.200Z,E100348
C6339,LIB_L2,2025-10-23T15:59:47.200Z,E100982
C2355,HOSTEL_B,2025-10-04T10:32:21.200Z,E100263
C4458,AUD_MAIN,2025-10-24T17:47:30.200Z,E100025
C1384,CAF_FOOD_COURT,2025-10-19T19:34:35.200Z,E100378
C6660,LAB_301,2025-10-12T18:06:12.200Z,E100096
C3559,AC_201,2025-10-11T13:59:15.200Z,E100247
C7782,ADMIN_OFFICE,2025-10-19T09:45:52.200Z,E100433
C4923,ADMIN_LOBBY,2025-10-05T06:53:10.200Z,E100220
C7947,LIB_L3,2025-09-29T04:13:57.200Z,E100329
C1492,CC_SERVER,2025-10-14T15:28:05.200Z,E100899
C8910,AC_102,2025-10-13T16:03:29.200Z,E100369
C3385,LAB_201,2025-10-06T06:17:47.200Z,E100182
C9509,LIB_L1,2025-09-30T13:08:07.200Z,E100770
C8933,CAF_MAIN,2025-10-02T16:39:30.200Z,E100832
C4086,HOSTEL_A,2025-10-05T18:15:59.200Z,E100221
C7443,ADMIN_LOBBY,2025-09-29T04:18:39.200Z,E100337
C8829,LIB_ENT,2025-10-01T05:05:59.200Z,E100077
C8729,HOSTEL_C,2025-10-17T08:03:50.200Z,E100051
C5952,AC_102,2025-10-04T11:36:29.200Z,E100951
C3438,CAF_MAIN,2025-10-14T06:22:42.200Z,E100693
C8642,HOSTEL_B,2025-10-23T10:33:55.200Z,E100235
C5211,AUD_SEMINAR,2025-10-08T05:31:28.200Z,E100807
C8570,AUD_MAIN,2025-10-18T02:31:14.200Z,E100972
C8158,CC_SERVER,2025-09-27T07:33:19.200Z,E100426
C8559,GYM_MAIN,2025-09-25T03:04:00.200Z,E100057
C3559,CAF_MAIN,2025-10-18T13:08:20.200Z,E100247
C3391,AC_201,2025-10-15T16:37:28.200Z,E100894
C3120,GYM_MAIN,2025-10-22T17:48:13.200Z,E100080
C8997,HOSTEL_C,2025-09-30T06:02:52.200Z,E100457
C2302,LAB_101,2025-10-05T09:23:22.200Z,E100350
C7464,CC_LAB1,2025-10-19T07:34:41.200Z,E100540
C6061,HOSTEL_A,2025-10-12T02:41:15.200Z,E100645
C6043,GYM_INDOOR,2025-10-14T12:33:44.200Z,E100764
C3752,AUD_SEMINAR,2025-10-12T10:46:05.200Z,E100690
C3245,AC_301,2025-10-05T12:37:43.200Z,E100792
C6005,LIB_L1,2025-10-23T15:09:08.200Z,E100067
C3127,CAF_FOOD_COURT,2025-10-09T18:24:10.200Z,E100427
C3715,CC_LAB1,2025-10-19T07:25:51.200Z,E100765
C4346,AUD_MAIN,2025-09-29T16:07:27.200Z,E100794
C4264,LIB_L1,2025-09-27T09:55:21.200Z,E100784
C4928,AC_201,2025-10-18T09:21:23.200Z,E100578
C3431,LAB_102,2025-09-29T03:22:22.200Z,E100389
C9277,LAB_102,2025-10-24T14:06:16.200Z,E100511
C6714,LAB_102,2025-10-19T12:26:29.200Z,E100928
C7067,AC_102,2025-10-18T16:14:10.200Z,E100021
C9817,LIB_L1,2025-10-11T03:47:30.200Z,E100823
C7617,ADMIN_LOBBY,2025-10-15T14:13:14.200Z,E100342
C7570,CC_LAB1,2025-10-12T14:12:35.200Z,E100615
C7697,AC_102,2025-10-15T17:55:39.200Z,E100967
C1965,AUD_SEMINAR,2025-10-07T12:44:39.200Z,E100373
C8865,HOSTEL_A,2025-10-10T06:44:17.200Z,E100817
C1913,CC_SERVER,2025-10-09T05:16:35.200Z,E100969
C6676,AUD_SEMINAR,2025-10-20T07:50:17.200Z,E100536
C5374,LAB_101,2025-10-22T21:51:20.200Z,E100088
C1387,HOSTEL_A,2025-09-25T06:37:55.200Z,E100228
C8997,HOSTEL_C,2025-10-02T16:27:09.200Z,E100457
C5050,LAB_201,2025-10-12T09:44:33.200Z,E100401
C6012,CC_LAB1,2025-10-01T16:54:51.200Z,E100496
C1446,AUD_SEMINAR,2025-09-25T14:51:55.200Z,E100688
C9898,AC_301,2025-09-28T12:48:03.200Z,E100759
C3720,GYM_INDOOR,2025-10-11T01:58:34.200Z,E100047
C7088,AUD_SEMINAR,2025-10-07T09:53:07.200Z,E100654
C4163,LAB_301,2025-09-27T17:32:55.200Z,E100185
C6209,HOSTEL_A,2025-09-25T07:03:57.200Z,E100625
C3799,LAB_102,2025-10-11T04:40:10.200Z,E100451
C2854,AC_301,2025-10-01T11:16:55.200Z,E100422
C3157,LIB_L3,2025-10-23T06:05:08.200Z,E100305
C7007,LAB_101,2025-10-24T16:20:25.200Z,E100565
C8997,GYM_INDOOR,2025-10-14T02:44:48.200Z,E100457
C7426,AUD_MAIN,2025-10-08T09:25:58.200Z,E100324
C3454,AUD_SEMINAR,2025-10-13T13:13:50.200Z,E100809
C7545,LIB_ENT,2025-10-16T04:52:24.200Z,E100530
C5237,ADMIN_OFFICE,2025-10-02T08:54:50.200Z,E100661
C1253,AC_301,2025-10-09T13:00:24.200Z,E100507
C3259,LAB_301,2025-10-13T03:49:02.200Z,E100054
C3922,ADMIN_OFFICE,2025-10-14T14:10:05.200Z,E100124
C1139,LAB_101,2025-10-05T06:17:15.200Z,E100161
C7141,AC_301,2025-10-19T11:45:49.200Z,E100008
C1284,LAB_301,2025-10-05T12:22:02.200Z,E100920
C3838,LAB_201,2025-10-17T14:00:34.200Z,E100986
C1744,LIB_ENT,2025-10-06T10:04:21.200Z,E100005
C7686,HOSTEL_A,2025-09-30T23:06:58.200Z,E100413
C6184,LIB_L3,2025-10-23T03:15:30.200Z,E100212
C3013,AUD_MAIN,2025-10-03T11:14:30.200Z,E100056
C2128,LIB_ENT,2025-10-18T02:34:43.200Z,E100803
C4143,LIB_ENT,2025-10-18T22:21:53.200Z,E100670
C8784,LAB_301,2025-10-16T07:13:26.200Z,E100995
C3396,LAB_301,2025-10-12T08:18:00.200Z,E100320
C9851,LAB_301,2025-09-26T08:11:28.200Z,E100783
C3559,HOSTEL_C,2025-09-26T04:37:42.200Z,E100247
C9325,GYM_MAIN,2025-10-14T06:16:43.200Z,E100980
C2030,LAB_201,2025-09-29T14:40:33.200Z,E100492
C5680,LIB_L3,2025-10-08T18:37:52.200Z,E100673
C8339,CAF_FOOD_COURT,2025-10-19T11:47:30.200Z,E100556
C5662,LAB_101,2025-09-27T13:06:40.200Z,E100788
C2723,LAB_102,2025-09-26T12:19:37.200Z,E100600
C2639,CAF_FOOD_COURT,2025-10-17T22:01:34.200Z,E100777
C4819,LIB_ENT,2025-10-17T12:04:38.200Z,E100907
C5747,CC_LAB2,2025-10-01T00:39:42.200Z,E100461
C5247,LIB_L1,2025-09-27T08:20:51.200Z,E100154
C9921,CC_LAB2,2025-10-10T04:02:54.200Z,E100089
C8559,HOSTEL_A,2025-09-29T07:53:12.200Z,E100057
C1965,ADMIN_OFFICE,2025-10-06T09:41:24.200Z,E100908
C5663,LAB_101,2025-10-23T12:28:55.200Z,E100702
C3645,AC_301,2025-10-14T09:01:32.200Z,E100976
C1682,CC_LAB2,2025-10-22T13:34:04.200Z,E100187
C7464,LIB_ENT,2025-09-28T09:31:41.200Z,E100540
C1403,AC_102,2025-10-13T04:18:49.200Z,E100148
C3526,LIB_L2,2025-09-27T16:27:39.200Z,E100046
C2762,HOSTEL_C,2025-10-04T17:08:47.200Z,E100515
C5662,AC_101,2025-10-15T04:27:55.200Z,E100788
C2478,CC_LAB2,2025-10-15T04:00:07.200Z,E100747
C6974,LAB_201,2025-10-10T07:08:05.200Z,E100576
C3968,HOSTEL_C,2025-10-02T15:54:31.200Z,E100245
C2244,AC_301,2025-09-28T13:58:17.200Z,E100420
C3816,LAB_201,2025-10-02T17:25:23.200Z,E100006
C2831,AC_301,2025-10-15T12:52:23.200Z,E100684
C9202,CC_LAB1,2025-10-17T17:44:41.200Z,E100591
C5640,LIB_L1,2025-10-11T06:41:21.200Z,E100362
C7088,GYM_INDOOR,2025-10-15T13:43:58.200Z,E100654
C6444,ADMIN_LOBBY,2025-10-20T06:22:23.200Z,E100760
C8949,ADMIN_LOBBY,2025-10-22T16:55:55.200Z,E100012
C9746,CC_LAB2,2025-10-18T15:09:34.200Z,E100207
C4106,LIB_L1,2025-10-06T18:11:47.200Z,E100172
C9910,AUD_SEMINAR,2025-10-07T14:18:56.200Z,E100255
C5547,AC_101,2025-09-27T02:14:55.200Z,E100838
C6810,LAB_301,2025-10-01T16:16:44.200Z,E100913
C6614,AUD_SEMINAR,2025-09-26T09:32:54.200Z,E100502
C2337,AC_301,2025-10-15T11:19:13.200Z,E100566
C7594,LAB_201,2025-10-22T05:17:47.200Z,E100830
C5488,LAB_101,2025-10-11T15:03:10.200Z,E100443
C7393,AUD_SEMINAR,2025-10-01T03:44:50.200Z,E100411
C3488,HOSTEL_A,2025-10-10T11:40:04.200Z,E100143
C6626,HOSTEL_A,2025-10-13T17:22:48.200Z,E100286
C9616,AC_102,2025-10-07T12:42:03.200Z,E100087
C9196,AUD_SEMINAR,2025-10-18T11:36:12.200Z,E100499
C9436,HOSTEL_A,2025-10-21T09:53:53.200Z,E100137
C2174,ADMIN_OFFICE,2025-10-18T18:22:52.200Z,E100704
C2815,AC_101,2025-10-16T05:59:27.200Z,E100997
C6821,LAB_102,2025-10-19T08:01:39.200Z,E100200
C3120,LIB_L3,2025-10-11T08:06:24.200Z,E100229
C5400,ADMIN_OFFICE,2025-10-19T06:23:03.200Z,E100543
C7527,AC_301,2025-10-18T15:16:54.200Z,E100998
C3475,CC_LAB2,2025-10-01T11:06:31.200Z,E100361
C8203,AC_301,2025-10-17T09:27:17.200Z,E100002
C9391,AC_201,2025-10-22T08:27:55.200Z,E100303
C4240,GYM_INDOOR,2025-10-17T16:35:18.200Z,E100387
C4489,LAB_301,2025-09-25T11:36:51.200Z,E100103
C5948,AC_301,2025-10-04T09:22:02.200Z,E100593
C2478,LIB_L2,2025-10-23T03:24:24.200Z,E100747
C9368,AC_301,2025-10-07T16:00:18.200Z,E100332
C3634,ADMIN_LOBBY,2025-10-22T07:41:16.200Z,E100518
