frame_id,camera_id,timestamp,face_id,entity_id,confidence,bounding_box
FRAME_000403,CAM_GYM_ENT,2025-10-04T12:40:39.211Z,F100939,E100939,0.93,"{""x"":356,""y"":252,""width"":104,""height"":142}"
FRAME_000404,CAM_CAF_01,2025-09-30T15:55:05.211Z,F100636,E100636,0.9,"{""x"":145,""y"":369,""width"":121,""height"":157}"
FRAME_000405,CAM_AC_MAIN,2025-10-23T00:29:56.211Z,F100174,E100174,0.79,"{""x"":413,""y"":180,""width"":127,""height"":146}"
FRAME_000406,CAM_CAF_01,2025-10-18T17:45:34.211Z,F100481,E100481,0.99,"{""x"":280,""y"":219,""width"":139,""height"":173}"
FRAME_000407,CAM_AC_MAIN,2025-10-14T12:03:40.211Z,F100467,E100467,0.7,"{""x"":497,""y"":399,""width"":124,""height"":152}"
FRAME_000408,CAM_LIB_ENT,2025-10-17T07:26:51.211Z,F100123,E100123,0.94,"{""x"":497,""y"":386,""width"":139,""height"":134}"
FRAME_000409,CAM_AC_MAIN,2025-10-20T05:01:56.211Z,F100791,E100791,0.72,"{""x"":398,""y"":120,""width"":128,""height"":149}"
FRAME_000410,CAM_ADMIN_LOBBY,2025-10-10T02:53:27.211Z,F100392,E100392,0.88,"{""x"":457,""y"":312,""width"":146,""height"":180}"
FRAME_000411,CAM_PARKING,2025-10-10T05:08:06.211Z,F100129,E100129,0.98,"{""x"":140,""y"":350,""width"":113,""height"":133}"
FRAME_000412,CAM_PARKING,2025-10-06T08:55:09.211Z,F100038,E100038,0.79,"{""x"":431,""y"":313,""width"":115,""height"":135}"
FRAME_000413,CAM_HOSTEL_A,2025-10-22T03:26:05.211Z,F100971,E100971,0.77,"{""x"":261,""y"":243,""width"":91,""height"":123}"
FRAME_000414,CAM_CAF_01,2025-09-28T07:13:54.211Z,F100347,E100347,0.82,"{""x"":236,""y"":298,""width"":88,""height"":109}"
FRAME_000415,CAM_ADMIN_LOBBY,2025-10-16T13:52:50.211Z,F100169,E100169,0.7,"{""x"":153,""y"":268,""width"":138,""height"":114}"
FRAME_000416,CAM_LAB_CORR,2025-09-29T14:05:54.211Z,F100359,E100359,0.74,"{""x"":201,""y"":187,""width"":93,""height"":166}"
FRAME_000417,CAM_AC_MAIN,2025-10-23T10:10:39.211Z,F100585,E100585,0.74,"{""x"":382,""y"":155,""width"":137,""height"":105}"
FRAME_000418,CAM_LAB_CORR,2025-10-24T14:31:22.211Z,F100141,E100141,0.72,"{""x"":433,""y"":239,""width"":105,""height"":132}"
FRAME_000419,CAM_ADMIN_LOBBY,2025-09-28T14:49:00.211Z,F100698,E100698,0.85,"{""x"":219,""y"":295,""width"":113,""height"":119}"
FRAME_000420,CAM_AC_MAIN,2025-10-20T14:53:48.211Z,F100318,E100318,0.73,"{""x"":102,""y"":169,""width"":150,""height"":111}"
FRAME_000421,CAM_ADMIN_LOBBY,2025-09-29T06:59:32.211Z,F100880,E100880,0.96,"{""x"":348,""y"":344,""width"":119,""height"":147}"
FRAME_000422,CAM_GYM_ENT,2025-10-18T09:25:45.211Z,F100774,E100774,0.85,"{""x"":274,""y"":143,""width"":109,""height"":133}"
FRAME_000423,CAM_HOSTEL_A,2025-10-02T17:53:03.211Z,F100363,E100363,0.73,"{""x"":301,""y"":218,""width"":108,""height"":164}"
FRAME_000424,CAM_CAF_01,2025-10-06T08:42:59.211Z,F100872,E100872,0.91,"{""x"":491,""y"":163,""width"":136,""height"":120}"
FRAME_000425,CAM_LIB_ENT,2025-10-22T11:14:52.211Z,F100954,E100954,0.73,"{""x"":481,""y"":108,""width"":112,""height"":163}"
FRAME_000426,CAM_ADMIN_LOBBY,2025-10-15T15:38:38.211Z,F100717,E100717,0.84,"{""x"":121,""y"":114,""width"":90,""height"":158}"
FRAME_000427,CAM_LIB_ENT,2025-10-01T13:28:38.211Z,F100004,E100004,0.96,"{""x"":339,""y"":392,""width"":113,""height"":147}"
FRAME_000428,CAM_ADMIN_LOBBY,2025-10-20T13:22:59.211Z,F100603,E100603,0.77,"{""x"":121,""y"":285,""width"":138,""height"":140}"
FRAME_000429,CAM_LAB_CORR,2025-10-15T08:29:28.211Z,F100471,E100471,0.71,"{""x"":434,""y"":194,""width"":83,""height"":164}"
FRAME_000430,CAM_ADMIN_LOBBY,2025-10-12T05:11:47.211Z,F100157,E100157,0.93,"{""x"":264,""y"":327,""width"":123,""height"":119}"
FRAME_000431,CAM_CAF_01,2025-10-17T12:26:14.211Z,F100531,E100531,0.81,"{""x"":246,""y"":312,""width"":141,""height"":177}"
FRAME_000432,CAM_PARKING,2025-10-20T08:48:58.211Z,F100432,E100432,0.79,"{""x"":498,""y"":139,""width"":115,""height"":155}"
FRAME_000433,CAM_ADMIN_LOBBY,2025-10-01T02:59:06.211Z,F100494,E100494,0.94,"{""x"":363,""y"":116,""width"":109,""height"":107}"
FRAME_000434,CAM_AC_MAIN,2025-10-04T15:01:22.211Z,F100522,E100522,0.88,"{""x"":321,""y"":279,""width"":127,""height"":171}"
FRAME_000435,CAM_LIB_ENT,2025-09-28T04:50:31.211Z,F100547,E100547,0.77,"{""x"":305,""y"":211,""width"":95,""height"":162}"
FRAME_000436,CAM_GYM_ENT,2025-10-12T04:49:03.211Z,F100631,E100631,0.98,"{""x"":418,""y"":363,""width"":91,""height"":119}"
FRAME_000437,CAM_AC_MAIN,2025-10-10T12:17:19.211Z,F100279,E100279,0.83,"{""x"":366,""y"":278,""width"":134,""height"":164}"
FRAME_000438,CAM_GYM_ENT,2025-10-23T08:21:30.211Z,F100077,E100077,0.86,"{""x"":178,""y"":225,""width"":142,""height"":166}"
FRAME_000439,CAM_GYM_ENT,2025-10-07T04:53:10.211Z,F100156,E100156,0.83,"{""x"":362,""y"":364,""width"":114,""height"":103}"
FRAME_000440,CAM_AC_MAIN,2025-10-23T02:32:00.211Z,F100168,E100168,0.97,"{""x"":218,""y"":245,""width"":99,""height"":114}"
FRAME_000441,CAM_LIB_ENT,2025-10-20T21:16:43.211Z,F100674,E100674,0.83,"{""x"":196,""y"":227,""width"":107,""height"":172}"
FRAME_000442,CAM_PARKING,2025-10-09T04:53:27.211Z,F100070,E100070,0.95,"{""x"":450,""y"":276,""width"":125,""height"":116}"
FRAME_000443,CAM_GYM_ENT,2025-10-23T09:47:36.211Z,F100210,E100210,0.84,"{""x"":259,""y"":178,""width"":113,""height"":154}"
FRAME_000444,CAM_CAF_01,2025-09-30T12:22:27.211Z,F100476,E100476,0.75,"{""x"":265,""y"":333,""width"":146,""height"":104}"
FRAME_000445,CAM_HOSTEL_A,2025-10-08T10:10:17.211Z,F100215,E100215,0.81,"{""x"":188,""y"":279,""width"":146,""height"":138}"
FRAME_000446,CAM_GYM_ENT,2025-09-29T10:08:56.212Z,F100271,E100271,0.86,"{""x"":257,""y"":148,""width"":148,""height"":140}"
FRAME_000447,CAM_GYM_ENT,2025-10-17T04:29:00.212Z,F100296,E100296,0.71,"{""x"":137,""y"":179,""width"":127,""height"":174}"
FRAME_000448,CAM_HOSTEL_A,2025-10-04T08:52:23.212Z,F100261,E100261,0.7,"{""x"":270,""y"":124,""width"":106,""height"":146}"
FRAME_000449,CAM_HOSTEL_A,2025-10-02T04:42:05.212Z,F100220,E100220,0.94,"{""x"":428,""y"":368,""width"":150,""height"":133}"
FRAME_000450,CAM_AC_MAIN,2025-10-13T09:27:20.212Z,F100931,E100931,0.85,"{""x"":319,""y"":309,""width"":120,""height"":141}"
FRAME_000451,CAM_HOSTEL_A,2025-10-14T04:23:53.212Z,F100048,E100048,0.7,"{""x"":459,""y"":161,""width"":83,""height"":170}"
FRAME_000452,CAM_LAB_CORR,2025-10-18T16:57:06.212Z,F100845,E100845,0.87,"{""x"":288,""y"":335,""width"":147,""height"":138}"
FRAME_000453,CAM_ADMIN_LOBBY,2025-10-06T17:20:50.212Z,F100683,E100683,0.81,"{""x"":214,""y"":385,""width"":99,""height"":169}"
FRAME_000454,CAM_GYM_ENT,2025-09-26T14:12:20.212Z,F100373,E100373,0.77,"{""x"":412,""y"":345,""width"":112,""height"":119}"
FRAME_000455,CAM_AC_MAIN,2025-10-13T06:14:21.212Z,F100951,E100951,0.95,"{""x"":467,""y"":393,""width"":80,""height"":123}"
FRAME_000456,CAM_GYM_ENT,2025-10-21T18:14:28.212Z,F100509,E100509,0.85,"{""x"":341,""y"":101,""width"":119,""height"":148}"
FRAME_000457,CAM_PARKING,2025-10-06T14:20:05.212Z,F100179,E100179,0.73,"{""x"":111,""y"":199,""width"":139,""height"":149}"
FRAME_000458,CAM_LAB_CORR,2025-10-22T11:53:58.212Z,F100935,E100935,0.81,"{""x"":301,""y"":117,""width"":102,""height"":152}"
FRAME_000459,CAM_AC_MAIN,2025-10-19T21:56:40.212Z,F100698,E100698,0.95,"{""x"":153,""y"":265,""width"":80,""height"":111}"
FRAME_000460,CAM_PARKING,2025-10-24T04:28:21.212Z,F100810,E100810,0.88,"{""x"":192,""y"":164,""width"":105,""height"":110}"
FRAME_000461,CAM_AC_MAIN,2025-10-14T10:27:28.212Z,F100693,E100693,0.97,"{""x"":398,""y"":391,""width"":139,""height"":126}"
FRAME_000462,CAM_GYM_ENT,2025-09-30T13:53:34.212Z,F100013,E100013,0.87,"{""x"":223,""y"":339,""width"":92,""height"":125}"
FRAME_000463,CAM_CAF_01,2025-09-25T14:33:05.212Z,F100363,E100363,0.99,"{""x"":294,""y"":126,""width"":147,""height"":111}"
FRAME_000464,CAM_PARKING,2025-09-25T15:25:30.212Z,F100293,E100293,0.78,"{""x"":315,""y"":346,""width"":132,""height"":137}"
FRAME_000465,CAM_AC_MAIN,2025-10-17T15:52:50.212Z,F100373,E100373,0.95,"{""x"":356,""y"":114,""width"":144,""height"":107}"
FRAME_000466,CAM_ADMIN_LOBBY,2025-10-10T05:50:16.212Z,F100256,E100256,0.88,"{""x"":419,""y"":144,""width"":120,""height"":112}"
FRAME_000467,CAM_ADMIN_LOBBY,2025-10-17T13:19:25.212Z,F100601,E100601,0.83,"{""x"":404,""y"":137,""width"":133,""height"":178}"
FRAME_000468,CAM_GYM_ENT,2025-10-14T13:18:15.212Z,F100793,E100793,0.92,"{""x"":130,""y"":112,""width"":86,""height"":138}"
FRAME_000469,CAM_LIB_ENT,2025-10-15T05:38:38.212Z,F100890,E100890,0.72,"{""x"":315,""y"":104,""width"":150,""height"":151}"
FRAME_000470,CAM_CAF_01,2025-09-30T14:27:12.212Z,F100409,E100409,0.84,"{""x"":380,""y"":223,""width"":144,""height"":167}"
FRAME_000471,CAM_AC_MAIN,2025-10-04T13:07:17.212Z,F100839,E100839,0.79,"{""x"":355,""y"":159,""width"":110,""height"":122}"
FRAME_000472,CAM_GYM_ENT,2025-10-12T06:07:56.212Z,F100006,E100006,0.98,"{""x"":276,""y"":270,""width"":144,""height"":139}"
FRAME_000473,CAM_GYM_ENT,2025-09-29T02:39:02.212Z,F100899,E100899,0.79,"{""x"":216,""y"":369,""width"":141,""height"":177}"
FRAME_000474,CAM_CAF_01,2025-09-25T13:43:38.212Z,F100825,E100825,0.78,"{""x"":187,""y"":156,""width"":97,""height"":116}"
FRAME_000475,CAM_GYM_ENT,2025-10-05T17:09:29.212Z,F100269,E100269,0.86,"{""x"":112,""y"":105,""width"":121,""height"":114}"
FRAME_000476,CAM_CAF_01,2025-10-03T11:21:32.212Z,F100679,E100679,0.85,"{""x"":138,""y"":361,""width"":84,""height"":168}"
FRAME_000477,CAM_CAF_01,2025-09-26T07:00:51.212Z,F100809,E100809,0.85,"{""x"":287,""y"":291,""width"":121,""height"":119}"
FRAME_000478,CAM_HOSTEL_A,2025-10-22T09:10:04.212Z,F100886,E100886,0.82,"{""x"":422,""y"":297,""width"":145,""height"":155}"
FRAME_000479,CAM_CAF_01,2025-10-04T10:27:03.212Z,F100559,E100559,0.95,"{""x"":373,""y"":287,""width"":84,""height"":128}"
FRAME_000480,CAM_PARKING,2025-10-07T17:35:36.212Z,F100285,E100285,0.89,"{""x"":363,""y"":144,""width"":95,""height"":131}"
FRAME_000481,CAM_GYM_ENT,2025-10-23T14:56:30.212Z,F100924,E100924,0.93,"{""x"":345,""y"":262,""width"":144,""height"":141}"
FRAME_000482,CAM_HOSTEL_A,2025-10-04T18:05:23.212Z,F100254,E100254,0.9,"{""x"":410,""y"":128,""width"":110,""height"":131}"
FRAME_000483,CAM_ADMIN_LOBBY,2025-10-04T03:42:24.212Z,F100441,E100441,0.75,"{""x"":272,""y"":122,""width"":116,""height"":177}"
FRAME_000484,CAM_GYM_ENT,2025-10-14T10:09:48.212Z,F100724,E100724,0.8,"{""x"":174,""y"":230,""width"":148,""height"":173}"
FRAME_000485,CAM_AC_MAIN,2025-09-27T16:21:45.212Z,F100686,E100686,0.77,"{""x"":435,""y"":343,""width"":84,""height"":114}"
FRAME_000486,CAM_GYM_ENT,2025-09-25T02:45:56.212Z,F100483,E100483,0.78,"{""x"":269,""y"":279,""width"":142,""height"":148}"
FRAME_000487,CAM_PARKING,2025-10-17T07:26:19.212Z,F100598,E100598,0.92,"{""x"":208,""y"":109,""width"":95,""height"":150}"
FRAME_000488,CAM_AC_MAIN,2025-10-11T10:59:45.212Z,F100619,E100619,0.99,"{""x"":480,""y"":193,""width"":144,""height"":132}"
FRAME_000489,CAM_CAF_01,2025-10-10T04:05:11.212Z,F100105,E100105,0.97,"{""x"":309,""y"":306,""width"":105,""height"":176}"
FRAME_000490,CAM_AC_MAIN,2025-10-14T06:49:52.212Z,F100595,E100595,0.81,"{""x"":372,""y"":306,""width"":109,""height"":164}"
FRAME_000491,CAM_AC_MAIN,2025-10-08T17:07:32.212Z,F100175,E100175,0.79,"{""x"":303,""y"":174,""width"":123,""height"":179}"
FRAME_000492,CAM_PARKING,2025-10-08T09:51:04.213Z,F100165,E100165,0.96,"{""x"":259,""y"":135,""width"":108,""height"":116}"
FRAME_000493,CAM_LAB_CORR,2025-10-09T08:07:31.213Z,F100255,E100255,0.88,"{""x"":178,""y"":282,""width"":138,""height"":114}"
FRAME_000494,CAM_LAB_CORR,2025-10-08T13:50:18.213Z,F100194,E100194,0.83,"{""x"":176,""y"":363,""width"":93,""height"":166}"
FRAME_000495,CAM_LAB_CORR,2025-10-08T13:19:43.213Z,F100751,E100751,0.98,"{""x"":451,""y"":132,""width"":81,""height"":162}"
FRAME_000496,CAM_LAB_CORR,2025-10-02T16:26:14.213Z,F100696,E100696,0.75,"{""x"":182,""y"":150,""width"":134,""height"":107}"
FRAME_000497,CAM_CAF_01,2025-09-29T22:12:00.213Z,F100919,E100919,0.77,"{""x"":244,""y"":166,""width"":142,""height"":111}"
FRAME_000498,CAM_ADMIN_LOBBY,2025-09-29T02:54:18.213Z,F100533,E100533,0.71,"{""x"":418,""y"":254,""width"":87,""height"":142}"
FRAME_000499,CAM_ADMIN_LOBBY,2025-09-29T17:57:51.213Z,F100358,E100358,0.83,"{""x"":389,""y"":349,""width"":96,""height"":177}"
FRAME_000500,CAM_PARKING,2025-10-06T13:11:23.213Z,F100072,E100072,0.85,"{""x"":292,""y"":274,""width"":82,""height"":164}"
FRAME_000501,CAM_CAF_01,2025-10-10T11:29:10.213Z,F100788,E100788,0.83,"{""x"":377,""y"":108,""width"":113,""height"":148}"
FRAME_000502,CAM_LAB_CORR,2025-10-20T14:01:04.213Z,F100490,E100490,0.85,"{""x"":329,""y"":195,""width"":132,""height"":122}"
FRAME_000503,CAM_HOSTEL_A,2025-10-04T10:28:47.213Z,F100157,E100157,0.88,"{""x"":223,""y"":297,""width"":146,""height"":148}"
FRAME_000504,CAM_GYM_ENT,2025-10-13T05:35:05.213Z,F100486,E100486,0.75,"{""x"":325,""y"":362,""width"":85,""height"":155}"
FRAME_000505,CAM_LIB_ENT,2025-10-10T15:36:55.213Z,F100166,E100166,0.98,"{""x"":429,""y"":262,""width"":118,""height"":129}"
FRAME_000506,CAM_PARKING,2025-10-20T04:41:45.213Z,F100284,E100284,0.87,"{""x"":412,""y"":253,""width"":99,""height"":113}"
FRAME_000507,CAM_PARKING,2025-10-16T21:01:16.213Z,F100565,E100565,0.81,"{""x"":137,""y"":209,""width"":80,""height"":122}"
FRAME_000508,CAM_ADMIN_LOBBY,2025-10-24T12:04:43.213Z,F100128,E100128,0.92,"{""x"":209,""y"":141,""width"":88,""height"":152}"
FRAME_000509,CAM_CAF_01,2025-10-02T03:49:42.213Z,F100807,E100807,0.8,"{""x"":371,""y"":283,""width"":106,""height"":127}"
FRAME_000510,CAM_ADMIN_LOBBY,2025-10-21T12:38:45.213Z,F100420,E100420,0.94,"{""x"":284,""y"":222,""width"":123,""height"":133}"
FRAME_000511,CAM_LIB_ENT,2025-10-19T12:34:06.213Z,F100103,E100103,0.98,"{""x"":110,""y"":140,""width"":94,""height"":167}"
FRAME_000512,CAM_HOSTEL_A,2025-10-17T18:19:41.213Z,F100919,E100919,0.7,"{""x"":271,""y"":321,""width"":87,""height"":159}"
FRAME_000513,CAM_CAF_01,2025-10-05T18:20:34.213Z,F100614,E100614,0.8,"{""x"":269,""y"":393,""width"":104,""height"":116}"
FRAME_000514,CAM_ADMIN_LOBBY,2025-10-04T16:11:29.213Z,F100422,E100422,0.89,"{""x"":378,""y"":369,""width"":109,""height"":151}"
FRAME_000515,CAM_LIB_ENT,2025-10-12T06:39:32.213Z,F100519,E100519,0.74,"{""x"":300,""y"":123,""width"":116,""height"":120}"
FRAME_000516,CAM_ADMIN_LOBBY,2025-10-14T04:03:07.213Z,F100936,E100936,0.93,"{""x"":347,""y"":234,""width"":142,""height"":116}"
FRAME_000517,CAM_HOSTEL_A,2025-10-11T12:01:14.213Z,F100311,E100311,0.73,"{""x"":186,""y"":142,""width"":115,""height"":167}"
FRAME_000518,CAM_PARKING,2025-10-15T07:03:19.213Z,F100083,E100083,0.86,"{""x"":362,""y"":336,""width"":99,""height"":147}"
FRAME_000519,CAM_GYM_ENT,2025-10-01T14:04:35.213Z,F100751,E100751,0.8,"{""x"":469,""y"":167,""width"":92,""height"":127}"
FRAME_000520,CAM_GYM_ENT,2025-10-19T15:32:37.213Z,F100638,E100638,0.72,"{""x"":464,""y"":317,""width"":129,""height"":127}"
FRAME_000521,CAM_LAB_CORR,2025-09-27T17:09:44.213Z,F100023,E100023,0.8,"{""x"":381,""y"":232,""width"":89,""height"":120}"
FRAME_000522,CAM_ADMIN_LOBBY,2025-10-15T14:18:09.213Z,F100667,E100667,0.78,"{""x"":460,""y"":368,""width"":134,""height"":147}"
FRAME_000523,CAM_LIB_ENT,2025-10-11T12:31:42.213Z,F100464,E100464,0.95,"{""x"":337,""y"":170,""width"":129,""height"":132}"
FRAME_000524,CAM_AC_MAIN,2025-10-07T04:35:36.213Z,F100947,E100947,0.93,"{""x"":379,""y"":176,""width"":129,""height"":119}"
FRAME_000525,CAM_LAB_CORR,2025-10-03T12:23:59.213Z,F100617,E100617,0.71,"{""x"":476,""y"":225,""width"":146,""height"":112}"
FRAME_000526,CAM_CAF_01,2025-09-30T15:56:44.213Z,F100393,E100393,0.95,"{""x"":310,""y"":332,""width"":124,""height"":120}"
FRAME_000527,CAM_ADMIN_LOBBY,2025-10-20T06:00:40.213Z,F100055,E100055,0.86,"{""x"":139,""y"":243,""width"":140,""height"":136}"
FRAME_000528,CAM_GYM_ENT,2025-09-30T03:30:27.213Z,F100616,E100616,0.87,"{""x"":262,""y"":171,""width"":115,""height"":132}"
FRAME_000529,CAM_HOSTEL_A,2025-10-02T00:06:20.213Z,F100847,E100847,0.87,"{""x"":140,""y"":211,""width"":87,""height"":115}"
FRAME_000530,CAM_CAF_01,2025-10-09T11:39:32.213Z,F100521,E100521,0.9,"{""x"":294,""y"":383,""width"":99,""height"":171}"
FRAME_000531,CAM_LAB_CORR,2025-10-21T04:58:58.213Z,F100994,E100994,0.86,"{""x"":383,""y"":172,""width"":92,""height"":118}"
FRAME_000532,CAM_AC_MAIN,2025-10-21T09:29:34.213Z,F100153,E100153,0.76,"{""x"":339,""y"":361,""width"":131,""height"":170}"
FRAME_000533,CAM_AC_MAIN,2025-10-17T22:04:24.213Z,F100745,E100745,0.99,"{""x"":359,""y"":157,""width"":119,""height"":109}"
FRAME_000534,CAM_GYM_ENT,2025-09-30T03:36:12.213Z,F100198,E100198,0.72,"{""x"":310,""y"":201,""width"":121,""height"":101}"
FRAME_000535,CAM_CAF_01,2025-10-10T15:00:33.213Z,F100916,E100916,0.72,"{""x"":390,""y"":337,""width"":137,""height"":109}"
FRAME_000536,CAM_LIB_ENT,2025-10-03T09:44:54.213Z,F100636,E100636,0.94,"{""x"":356,""y"":393,""width"":82,""height"":114}"
FRAME_000537,CAM_ADMIN_LOBBY,2025-09-26T14:03:50.213Z,F100005,E100005,0.98,"{""x"":209,""y"":162,""width"":103,""height"":132}"
FRAME_000538,CAM_CAF_01,2025-09-30T05:39:19.213Z,F100232,E100232,0.8,"{""x"":183,""y"":332,""width"":86,""height"":150}"
FRAME_000539,CAM_LIB_ENT,2025-10-16T17:30:03.213Z,F100966,E100966,0.84,"{""x"":134,""y"":177,""width"":104,""height"":171}"
FRAME_000540,CAM_PARKING,2025-09-25T10:05:39.213Z,F100311,E100311,0.98,"{""x"":136,""y"":251,""width"":132,""height"":132}"
FRAME_000541,CAM_CAF_01,2025-09-26T09:05:37.213Z,F100993,E100993,0.92,"{""x"":165,""y"":349,""width"":101,""height"":108}"
FRAME_000542,CAM_ADMIN_LOBBY,2025-10-20T20:19:59.213Z,F100740,E100740,0.89,"{""x"":169,""y"":117,""width"":148,""height"":140}"
FRAME_000543,CAM_CAF_01,2025-10-14T05:50:57.213Z,F100320,E100320,0.81,"{""x"":410,""y"":367,""width"":122,""height"":139}"
FRAME_000544,CAM_AC_MAIN,2025-10-07T11:56:54.213Z,F100509,E100509,0.77,"{""x"":205,""y"":359,""width"":91,""height"":108}"
FRAME_000545,CAM_ADMIN_LOBBY,2025-09-28T11:04:27.213Z,F100532,E100532,0.71,"{""x"":143,""y"":137,""width"":121,""height"":116}"
FRAME_000546,CAM_HOSTEL_A,2025-10-14T04:43:09.213Z,F100076,E100076,0.77,"{""x"":151,""y"":392,""width"":93,""height"":145}"
FRAME_000547,CAM_LAB_CORR,2025-10-03T13:04:21.213Z,F100074,E100074,0.78,"{""x"":305,""y"":374,""width"":102,""height"":152}"
FRAME_000548,CAM_CAF_01,2025-10-22T11:46:52.213Z,F100924,E100924,0.8,"{""x"":427,""y"":163,""width"":80,""height"":179}"
FRAME_000549,CAM_ADMIN_LOBBY,2025-10-21T10:01:34.213Z,F100434,E100434,0.97,"{""x"":484,""y"":207,""width"":129,""height"":151}"
FRAME_000550,CAM_HOSTEL_A,2025-10-15T03:05:07.213Z,F100316,E100316,0.76,"{""x"":174,""y"":234,""width"":117,""height"":109}"
FRAME_000551,CAM_AC_MAIN,2025-10-10T16:47:12.213Z,F100034,E100034,0.82,"{""x"":414,""y"":300,""width"":94,""height"":160}"
FRAME_000552,CAM_AC_MAIN,2025-10-14T03:27:18.213Z,F100285,E100285,0.97,"{""x"":229,""y"":105,""width"":147,""height"":155}"
FRAME_000553,CAM_ADMIN_LOBBY,2025-10-12T13:31:00.213Z,F100823,E100823,0.79,"{""x"":267,""y"":219,""width"":121,""height"":157}"
FRAME_000554,CAM_HOSTEL_A,2025-10-09T05:37:03.213Z,F100370,E100370,0.89,"{""x"":295,""y"":345,""width"":115,""height"":141}"
FRAME_000555,CAM_LIB_ENT,2025-10-03T07:03:51.213Z,F100682,E100682,0.9,"{""x"":385,""y"":232,""width"":143,""height"":111}"
FRAME_000556,CAM_CAF_01,2025-10-18T14:23:46.213Z,F100451,E100451,0.71,"{""x"":418,""y"":395,""width"":114,""height"":174}"
FRAME_000557,CAM_HOSTEL_A,2025-10-20T11:10:47.213Z,F100638,E100638,0.86,"{""x"":172,""y"":248,""width"":134,""height"":176}"
FRAME_000558,CAM_AC_MAIN,2025-10-23T14:24:45.213Z,F100045,E100045,0.99,"{""x"":279,""y"":337,""width"":102,""height"":104}"
FRAME_000559,CAM_ADMIN_LOBBY,2025-10-12T02:53:44.213Z,F100800,E100800,0.93,"{""x"":386,""y"":208,""width"":139,""height"":158}"
FRAME_000560,CAM_PARKING,2025-10-12T01:40:19.213Z,F100326,E100326,0.88,"{""x"":435,""y"":357,""width"":148,""height"":168}"
FRAME_000561,CAM_CAF_01,2025-09-29T05:52:17.214Z,F100569,E100569,0.77,"{""x"":315,""y"":392,""width"":84,""height"":111}"
FRAME_000562,CAM_PARKING,2025-09-29T11:19:54.214Z,F100373,E100373,0.93,"{""x"":480,""y"":282,""width"":145,""height"":113}"
FRAME_000563,CAM_HOSTEL_A,2025-10-20T12:47:17.214Z,F100869,E100869,0.95,"{""x"":428,""y"":266,""width"":95,""height"":157}"
FRAME_000564,CAM_CAF_01,2025-10-13T03:49:07.214Z,F100067,E100067,0.73,"{""x"":191,""y"":213,""width"":118,""height"":164}"
FRAME_000565,CAM_GYM_ENT,2025-10-20T15:05:51.214Z,F100825,E100825,0.97,"{""x"":388,""y"":344,""width"":83,""height"":165}"
FRAME_000566,CAM_HOSTEL_A,2025-10-12T06:18:41.214Z,F100384,E100384,0.81,"{""x"":310,""y"":266,""width"":129,""height"":162}"
FRAME_000567,CAM_PARKING,2025-10-01T12:59:01.214Z,F100622,E100622,0.72,"{""x"":279,""y"":140,""width"":120,""height"":160}"
FRAME_000568,CAM_LIB_ENT,2025-10-15T02:59:19.214Z,F100371,E100371,0.77,"{""x"":304,""y"":325,""width"":148,""height"":151}"
FRAME_000569,CAM_PARKING,2025-10-22T03:00:54.214Z,F100273,E100273,0.73,"{""x"":213,""y"":356,""width"":82,""height"":109}"
FRAME_000570,CAM_AC_MAIN,2025-10-16T13:27:10.214Z,F100816,E100816,0.93,"{""x"":369,""y"":119,""width"":132,""height"":154}"
FRAME_000571,CAM_PARKING,2025-10-03T06:38:49.214Z,F100852,E100852,0.83,"{""x"":125,""y"":291,""width"":111,""height"":125}"
FRAME_000572,CAM_CAF_01,2025-09-27T13:27:29.214Z,F100253,E100253,0.9,"{""x"":136,""y"":154,""width"":124,""height"":136}"
FRAME_000573,CAM_LIB_ENT,2025-10-23T09:03:17.214Z,F100810,E100810,0.78,"{""x"":212,""y"":325,""width"":140,""height"":110}"
FRAME_000574,CAM_HOSTEL_A,2025-10-24T05:13:41.214Z,F100890,E100890,0.79,"{""x"":139,""y"":332,""width"":138,""height"":160}"
FRAME_000575,CAM_PARKING,2025-09-28T09:51:50.214Z,F100190,E100190,0.99,"{""x"":167,""y"":312,""width"":93,""height"":128}"
FRAME_000576,CAM_LIB_ENT,2025-10-24T17:33:14.214Z,F100457,E100457,0.93,"{""x"":377,""y"":354,""width"":143,""height"":162}"
FRAME_000577,CAM_GYM_ENT,2025-10-24T12:49:47.214Z,F100591,E100591,0.82,"{""x"":355,""y"":364,""width"":83,""height"":136}"
FRAME_000578,CAM_LIB_ENT,2025-10-22T08:07:45.214Z,F100742,E100742,0.9,"{""x"":116,""y"":153,""width"":127,""height"":105}"
FRAME_000579,CAM_AC_MAIN,2025-10-01T11:20:35.214Z,F100846,E100846,0.98,"{""x"":443,""y"":367,""width"":100,""height"":159}"
FRAME_000580,CAM_CAF_01,2025-10-18T11:57:31.214Z,F100714,E100714,0.82,"{""x"":500,""y"":123,""width"":148,""height"":155}"
FRAME_000581,CAM_CAF_01,2025-10-18T19:36:31.214Z,F100003,E100003,0.9,"{""x"":481,""y"":239,""width"":120,""height"":177}"
FRAME_000582,CAM_LAB_CORR,2025-09-26T17:58:55.214Z,F100498,E100498,0.79,"{""x"":500,""y"":116,""width"":112,""height"":174}"
FRAME_000583,CAM_PARKING,2025-10-04T19:47:52.214Z,F100535,E100535,0.82,"{""x"":306,""y"":269,""width"":99,""height"":155}"
