device_hash,ap_id,timestamp,entity_id,signal_strength,duration
DHFbdaFd8B6Ebf,AP_AC_2,2025-10-20T13:39:49.205Z,E100857,-35,4441
DHDDcAb0d40EC7,AP_LAB_1,2025-10-11T02:36:22.205Z,E100700,-41,2752
DH81Df3e4B4E97,AP_CC_1,2025-10-05T03:52:36.205Z,E100814,-35,1593
DH504530DF987F,AP_CAF_1,2025-10-23T11:00:13.205Z,E100582,-56,1111
DHbC8E04dE786a,AP_CAF_2,2025-09-27T02:41:48.205Z,E100023,-39,1856
DH76DDd95E54fF,AP_CC_1,2025-10-17T11:49:53.205Z,E100225,-77,2338
DHFAaBea240287,AP_CC_2,2025-10-02T05:10:34.205Z,E100800,-50,387
DH0310ccfdf426,AP_LIB_1,2025-10-04T15:56:11.205Z,E100229,-32,4087
DHcCcfb83Ab53b,AP_LAB_2,2025-10-11T16:09:15.205Z,E100632,-47,2522
DH907fA0db1806,AP_CAF_1,2025-10-21T11:30:40.205Z,E100571,-40,1656
DH7D65feF25B9A,AP_CAF_2,2025-10-10T22:47:06.205Z,E100815,-52,2799
DH9192E6A3CDE7,AP_LAB_1,2025-10-06T08:03:16.205Z,E100104,-47,1973
DH0310ccfdf426,AP_CC_2,2025-10-11T15:06:59.205Z,E100229,-78,2173
DHe058C32ee3b5,AP_LIB_2,2025-10-10T10:58:41.205Z,E100190,-70,6879
DHBd792119DF84,AP_LAB_1,2025-09-25T05:32:35.205Z,E100118,-60,1636
DH7836fBaA7A95,AP_LAB_1,2025-10-04T03:23:36.205Z,E100465,-47,2538
DH9dBBCCc1eDCf,AP_CC_1,2025-09-26T15:43:58.205Z,E100663,-37,1563
DHF899fC7AC442,AP_LIB_2,2025-09-28T03:44:44.205Z,E100295,-60,4447
DH3F5178e7c6BA,AP_AC_2,2025-10-24T10:12:40.205Z,E100514,-61,5378
DHfec5b63D5884,AP_GYM_1,2025-10-06T06:52:17.205Z,E100047,-70,7175
DHC343305E1deE,AP_CAF_2,2025-10-21T19:39:33.205Z,E100424,-56,795
DHeB7DcBFaAae3,AP_LAB_1,2025-10-07T04:38:41.205Z,E100180,-31,1735
DH98EEb9aBD093,AP_LIB_3,2025-09-29T13:30:17.205Z,E100289,-64,6839
DH8efe141E2ce5,AP_AC_2,2025-10-14T14:17:59.205Z,E100723,-33,3275
DH7d8eEfEecF84,AP_LAB_1,2025-09-27T13:16:56.205Z,E100347,-61,4766
DH4D7E460F10E3,AP_CAF_1,2025-10-01T16:37:10.205Z,E100186,-51,1368
DH0Ac917fB63fA,AP_CC_2,2025-10-03T15:50:18.205Z,E100979,-42,5983
DHebE1b25e5b7b,AP_LAB_1,2025-10-13T11:31:11.205Z,E100896,-69,1518
DH09EEF8bCEF2b,AP_LIB_1,2025-10-12T16:57:49.205Z,E100124,-53,2927
DH8efe141E2ce5,AP_LIB_2,2025-09-30T10:36:13.205Z,E100723,-67,2876
DH137f7dD78d60,AP_CC_1,2025-10-20T08:22:15.205Z,E100937,-48,6098
DHBd792119DF84,AP_LIB_2,2025-10-06T04:40:47.205Z,E100118,-65,6985
DHaB94Ea35EbD6,AP_GYM_1,2025-09-29T13:35:58.205Z,E100206,-44,2654
DH3681A90a5758,AP_CC_2,2025-10-20T15:02:34.205Z,E100882,-60,2866
DHcA475DCa827B,AP_GYM_1,2025-10-12T14:50:31.205Z,E100742,-48,1661
DHddA986cd423A,AP_LIB_1,2025-09-28T09:22:39.205Z,E100806,-77,5974
DH98EEb9aBD093,AP_LIB_3,2025-10-06T07:28:22.205Z,E100289,-36,2582
DH5b67c86dcF1f,AP_AC_1,2025-10-03T07:39:15.205Z,E100926,-80,1669
DHb33F8C0cEeB8,AP_LIB_1,2025-10-11T11:48:01.205Z,E100637,-34,6534
DHD61Ea8b28BBD,AP_AC_1,2025-10-03T08:41:29.205Z,E100094,-79,4799
DHc4d1aEcCd3d9,AP_LAB_2,2025-10-07T09:46:15.205Z,E100452,-69,2127
DHa8AD2BdCFFe3,AP_CC_1,2025-10-24T10:21:09.205Z,E100375,-70,6600
DH7Fd4BdaE10ad,AP_GYM_1,2025-10-06T04:17:01.205Z,E100055,-66,886
DH2e36FD82a5A9,AP_LAB_2,2025-10-08T12:20:06.205Z,E100463,-48,4717
DHBCDf9d9E24dD,AP_LAB_2,2025-10-11T10:57:30.205Z,E100223,-30,2205
DHCAbe23aEcB15,AP_LIB_1,2025-09-30T14:24:43.205Z,E100339,-42,4723
DHb69ba47018ef,AP_AC_1,2025-10-06T10:14:32.205Z,E100788,-45,3589
DH93bB09EF9eA6,AP_CAF_1,2025-10-18T02:54:56.205Z,E100572,-47,6309
DHFBb3ff0fDde8,AP_LIB_1,2025-09-28T12:32:30.205Z,E100178,-58,6377
DHA1Ae3EE423BD,AP_CAF_1,2025-10-04T05:16:08.205Z,E100386,-71,471
DHf38BBeDefDeb,AP_CAF_2,2025-10-11T02:31:53.205Z,E100260,-44,7169
DH82db9Cb174d4,AP_AC_1,2025-10-17T20:49:56.205Z,E100460,-63,2274
DHf92bBDeb5987,AP_LAB_1,2025-09-26T09:48:05.205Z,E100391,-60,6774
DHf1C095EbD90E,AP_AC_1,2025-10-24T15:49:08.205Z,E100825,-77,4954
DHdD3FC0f016bF,AP_LIB_2,2025-10-11T12:37:26.205Z,E100012,-41,5809
DHb252F1bdfC8E,AP_CAF_2,2025-10-19T13:11:25.205Z,E100524,-78,5562
DH3681A90a5758,AP_GYM_1,2025-10-08T04:36:41.205Z,E100882,-55,5328
DHdc46C418a0E7,AP_CC_1,2025-10-09T15:07:53.205Z,E100997,-38,5987
DH23B46DA1A3eF,AP_LAB_1,2025-10-17T04:12:40.205Z,E100714,-67,3152
DHfe8faC1f272F,AP_CC_2,2025-10-17T09:49:14.205Z,E100550,-70,5754
DHc1Dfc01ded12,AP_CC_1,2025-10-03T05:39:28.205Z,E100923,-31,2370
DHef4F8416C184,AP_LAB_1,2025-10-13T17:55:13.205Z,E100179,-70,6807
DH4aD7Bad6F629,AP_LAB_2,2025-09-27T08:35:27.205Z,E100045,-38,619
DHcf77bE3ca4f7,AP_GYM_1,2025-10-12T06:11:46.205Z,E100356,-44,4129
DH2dEAc01A1f8C,AP_CAF_2,2025-10-07T05:44:56.205Z,E100376,-70,6947
DHD9C3Fa9fc5B4,AP_CAF_2,2025-10-07T07:49:07.205Z,E100703,-59,4155
DHDfb3a914A6CF,AP_LAB_1,2025-09-27T13:24:21.205Z,E100059,-40,1567
DHb9AeC0ec04A9,AP_GYM_1,2025-10-12T14:00:56.205Z,E100774,-62,6755
DHe8cefefABD1B,AP_LIB_3,2025-10-21T13:25:41.205Z,E100213,-66,2263
DH78EA84cEB605,AP_LAB_2,2025-10-24T15:42:28.205Z,E100791,-53,706
DH18B2CACa79ae,AP_LIB_2,2025-10-11T12:54:26.205Z,E100621,-34,5474
DHA1c8C44882e1,AP_LAB_2,2025-09-27T06:20:37.205Z,E100098,-69,1745
DHf65c41FB2657,AP_LIB_1,2025-09-28T03:28:54.205Z,E100503,-68,5645
DHd7C29D8643D0,AP_CAF_1,2025-10-04T03:55:07.205Z,E100848,-47,4299
DH794c096A4f71,AP_CAF_1,2025-10-16T17:15:52.205Z,E100651,-41,2401
DHDBF8Bea915cD,AP_LIB_1,2025-10-20T14:22:32.205Z,E100613,-40,2457
DH9fdC813b83AD,AP_LAB_1,2025-10-16T07:35:09.205Z,E100884,-46,3289
DHf5FB3D1858e5,AP_LIB_1,2025-10-08T10:40:27.205Z,E100226,-66,713
DHA1Ae3EE423BD,AP_GYM_1,2025-10-19T14:53:02.205Z,E100386,-62,1333
DH96CaFd6d2F45,AP_AC_1,2025-10-24T07:38:34.205Z,E100518,-36,1200
DH4dD99e32Af33,AP_CAF_1,2025-10-23T07:06:54.205Z,E100958,-35,1517
DHF6ABc9b3959A,AP_AC_1,2025-10-18T11:44:25.205Z,E100975,-77,2962
DH137f7dD78d60,AP_AC_2,2025-10-17T08:14:30.205Z,E100937,-55,2724
DH0e1FaAed7DaC,AP_GYM_1,2025-09-29T14:14:04.205Z,E100969,-50,3261
DH41De9c3Bf46e,AP_GYM_1,2025-10-17T13:51:03.205Z,E100482,-52,2036
DHCcbDfCb5AfAb,AP_CC_2,2025-10-11T16:32:17.205Z,E100453,-51,394
DHF8eE2E7DccaF,AP_AC_2,2025-10-19T05:27:06.205Z,E100111,-71,694
DHC998e2D57990,AP_LIB_2,2025-10-20T07:39:19.205Z,E100334,-67,6767
DH23B46DA1A3eF,AP_LAB_2,2025-10-08T08:21:43.205Z,E100714,-78,5666
DHfC5b4fEc6cc2,AP_GYM_1,2025-10-19T17:29:42.205Z,E100731,-42,5076
DHEFBF5d22637b,AP_LIB_2,2025-10-14T11:04:31.205Z,E100410,-30,3574
DH6f677B09Be1a,AP_LIB_1,2025-09-25T03:05:49.205Z,E100216,-43,5443
DHbA9829a7Fcea,AP_LAB_2,2025-09-28T03:16:17.205Z,E100611,-45,2478
DH9dBBCCc1eDCf,AP_LIB_1,2025-09-26T14:34:45.205Z,E100663,-49,6576
DH906DccEeC98E,AP_LIB_3,2025-10-09T17:53:31.205Z,E100829,-53,7199
DHC4F3C6Ae7B2b,AP_LAB_2,2025-09-28T06:15:36.205Z,E100341,-67,5542
DHE3b849aaCE4E,AP_CC_2,2025-09-29T04:57:05.205Z,E100594,-65,6137
DH325962092CFA,AP_LIB_3,2025-10-20T12:26:31.205Z,E100445,-30,1808
DH95a2B33bc8f9,AP_AC_2,2025-09-25T16:01:25.205Z,E100630,-48,338
DHcf0eaC0E405e,AP_CAF_2,2025-09-29T21:00:25.205Z,E100554,-30,1339
DH814CFccC6Bb0,AP_AC_1,2025-10-05T17:41:10.205Z,E100425,-39,6260
DH1fAfe37fFdFA,AP_LIB_2,2025-10-17T16:31:24.205Z,E100318,-70,1924
DHe6a28c6c54C0,AP_LIB_1,2025-10-01T08:55:23.205Z,E100458,-59,2829
DHcE70950ca5ba,AP_GYM_1,2025-10-06T10:12:08.205Z,E100371,-52,4297
DHC49bbBBb4F5a,AP_CAF_2,2025-10-14T11:22:41.205Z,E100072,-30,6747
DH4dD99e32Af33,AP_CAF_1,2025-10-09T08:31:55.205Z,E100958,-77,3184
DH497D87ADF8E1,AP_CAF_1,2025-09-26T10:51:00.205Z,E100608,-69,1163
DHB27EeeF53aD2,AP_LAB_2,2025-09-25T03:55:35.205Z,E100402,-65,1179
DHd33210f4cbbA,AP_GYM_1,2025-10-24T16:00:41.205Z,E100270,-41,3215
DHcA475DCa827B,AP_LAB_1,2025-10-01T14:15:05.205Z,E100742,-60,4039
DHcAc3cF0a6eBb,AP_LIB_1,2025-10-19T04:22:23.205Z,E100145,-68,504
DH71dA3d6128ea,AP_LAB_1,2025-10-11T13:52:53.205Z,E100781,-32,5655
DHFCbCdE8Ca62B,AP_LIB_2,2025-10-09T12:27:41.205Z,E100776,-73,406
DH63Df28D7eBe1,AP_CAF_1,2025-10-19T03:46:39.205Z,E100869,-47,4526
DH615cFC30a7D7,AP_CAF_1,2025-10-12T05:05:59.205Z,E100770,-42,2804
DH1bCC5D0aD40F,AP_GYM_1,2025-10-08T04:23:32.205Z,E100235,-63,2998
DHdEEB8F4935eb,AP_LAB_2,2025-09-30T06:00:17.205Z,E100849,-44,4075
DHebE1b25e5b7b,AP_CAF_1,2025-10-14T07:51:43.205Z,E100896,-44,3540
DH1db4FF97dEDF,AP_LIB_2,2025-09-28T03:13:21.205Z,E100381,-37,799
DH2CF1BE537f5A,AP_LIB_1,2025-10-12T07:58:23.205Z,E100948,-49,5851
DH297836611dBf,AP_LAB_2,2025-10-04T08:26:23.205Z,E100532,-52,6827
DH09Abe1Ccfc5F,AP_GYM_1,2025-10-15T13:40:37.205Z,E100624,-36,6632
DHAa7Aee14DDb4,AP_AC_2,2025-10-19T02:33:43.205Z,E100063,-51,2333
DH0BDb4D3d5F63,AP_LAB_1,2025-10-11T16:34:21.205Z,E100335,-61,1578
DH5bFCF3209CBE,AP_CAF_2,2025-10-21T18:14:49.205Z,E100170,-67,1873
DHd5b3Eb6BEC3a,AP_LIB_2,2025-10-18T06:14:05.205Z,E100236,-48,1105
DHf33Adfb4a6BD,AP_CC_2,2025-10-24T13:00:24.205Z,E100861,-51,5782
DHB94490DAEE0E,AP_LIB_3,2025-10-06T15:18:24.205Z,E100667,-57,6148
DH2Bd5a6812cD9,AP_LAB_1,2025-10-15T02:33:20.205Z,E100083,-46,6924
DH1EEda71CeC88,AP_CC_1,2025-10-12T06:59:11.205Z,E100837,-50,3685
DHF1D370C62CA6,AP_AC_1,2025-10-21T12:23:11.205Z,E100134,-77,468
DHfC8A8dAf8504,AP_CC_2,2025-10-03T13:38:59.205Z,E100852,-69,4241
DH0EacA7C0EFDb,AP_CC_1,2025-10-12T04:25:47.205Z,E100277,-43,3646
DH9Bc7E1308DBC,AP_LAB_2,2025-10-19T10:08:14.205Z,E100750,-31,2611
DH0d0f944Ec9a3,AP_LAB_1,2025-10-16T09:05:05.205Z,E100146,-53,4796
DH6A34c53c7f97,AP_LAB_2,2025-09-27T10:57:01.205Z,E100902,-75,4443
DH7DE42eacfbAf,AP_CAF_1,2025-09-27T07:04:27.205Z,E100168,-80,3761
DHE9493B6f1058,AP_CAF_1,2025-10-14T09:40:43.205Z,E100974,-34,6574
DH769CFA7bB5c5,AP_AC_2,2025-10-14T03:00:04.205Z,E100299,-36,446
DHfe8faC1f272F,AP_CC_2,2025-10-14T09:10:19.205Z,E100550,-52,4847
DHd85A03FB6044,AP_LIB_1,2025-10-04T07:15:10.205Z,E100762,-79,5834
DHaAacff3Eb03C,AP_CAF_1,2025-09-29T16:46:37.205Z,E100003,-55,1010
DH1EEda71CeC88,AP_LAB_2,2025-10-20T07:38:45.205Z,E100837,-77,1748
DHa55C29db6594,AP_AC_1,2025-10-16T03:35:12.205Z,E100752,-80,3799
DH42a4B4dD4bFC,AP_AC_2,2025-09-30T11:26:13.205Z,E100207,-72,4488
DHdbB62a4DCD89,AP_CAF_1,2025-10-24T15:05:47.205Z,E100674,-39,4677
DH497D87ADF8E1,AP_CC_2,2025-10-18T15:25:03.205Z,E100608,-69,6546
DHfB7c80539ac2,AP_CC_2,2025-09-25T12:43:36.205Z,E100505,-39,2961
DHC1DC2FBAe1ad,AP_CC_2,2025-09-25T17:15:11.205Z,E100618,-43,6492
DH78C9458F31FE,AP_LIB_2,2025-10-09T14:32:53.205Z,E100440,-75,4817
DHBfa65aBCF353,AP_LAB_2,2025-10-23T12:41:33.205Z,E100265,-50,7137
DHfBEBDf4BB0DD,AP_LAB_1,2025-10-13T14:07:09.205Z,E100720,-62,3361
DHbaaED1993f72,AP_LIB_2,2025-10-01T13:06:01.205Z,E100854,-40,6870
DH4B9c6931f751,AP_AC_1,2025-10-21T04:48:07.205Z,E100873,-72,2976
DHdEEB8F4935eb,AP_GYM_1,2025-10-10T09:55:53.205Z,E100849,-75,682
DH7B828D8Bdddc,AP_CC_1,2025-09-29T13:08:20.205Z,E100734,-78,2972
DH5Be8Eac787C0,AP_CAF_1,2025-10-08T06:08:11.205Z,E100107,-63,2800
DH47CaCD3FCc71,AP_GYM_1,2025-10-17T16:24:57.205Z,E100817,-61,5533
DH9df45fb56e4a,AP_GYM_1,2025-10-21T07:06:45.205Z,E100022,-58,4393
DH5a381cA1dcFE,AP_CAF_2,2025-10-10T06:41:25.205Z,E100590,-46,6283
DH5aB26Ca0E2Ee,AP_LAB_2,2025-10-20T07:37:51.205Z,E100041,-72,2243
DHd33210f4cbbA,AP_AC_2,2025-10-11T06:21:20.205Z,E100270,-63,5463
DHbd686F95dDb7,AP_LIB_1,2025-10-17T08:33:03.205Z,E100182,-78,5412
DH10E15eaF3eC9,AP_CAF_1,2025-10-06T15:53:40.205Z,E100048,-67,5666
DHbDB90AD0d83A,AP_LAB_1,2025-09-26T02:39:29.205Z,E100468,-49,3091
DHe4b2ECf4D7cE,AP_CC_2,2025-09-29T07:15:36.205Z,E100450,-78,5148
DHd8a1Ff86D09c,AP_LAB_2,2025-10-18T14:33:30.205Z,E100231,-42,4251
DH0d0f944Ec9a3,AP_AC_2,2025-10-13T05:30:19.205Z,E100146,-52,2617
DHEaDC2Ea206Cb,AP_AC_1,2025-09-27T04:25:43.205Z,E100093,-39,5968
DHC1ACafdaFea0,AP_CAF_2,2025-10-22T17:27:34.205Z,E100110,-42,518
DHA0D0D7313C1B,AP_CC_2,2025-10-20T07:22:09.205Z,E100485,-75,3676
DH794c096A4f71,AP_GYM_1,2025-10-12T17:21:59.205Z,E100651,-31,3840
DHdEEB8F4935eb,AP_LIB_2,2025-10-04T11:46:31.205Z,E100849,-30,6125
DH7F03C0f8A6aC,AP_LIB_1,2025-09-27T16:29:31.205Z,E100647,-45,5945
DH03551e2e8FAA,AP_CC_2,2025-09-25T02:33:04.205Z,E100234,-31,5529
DH6dF8B11C45a8,AP_LIB_1,2025-10-17T14:56:11.205Z,E100268,-35,5321
DHCFE0BdedfaEF,AP_AC_1,2025-10-15T04:32:16.205Z,E100593,-67,2970
DHcE70950ca5ba,AP_LAB_2,2025-10-04T15:55:09.205Z,E100371,-77,6701
DHB03cEDfeDE6e,AP_AC_1,2025-10-18T09:29:57.205Z,E100472,-30,1967
DH9Bc7E1308DBC,AP_GYM_1,2025-10-11T08:37:12.205Z,E100750,-70,2785
DHCDeDE3aB824E,AP_CC_1,2025-10-10T12:31:05.205Z,E100847,-64,4191
DH42E7ba9D8FdB,AP_AC_1,2025-10-20T18:03:41.205Z,E100727,-31,5937
DH4D1Fdf9677dF,AP_CC_1,2025-09-25T13:11:43.205Z,E100147,-52,1899
DH5eCbC36B4150,AP_AC_1,2025-09-28T05:56:14.205Z,E100566,-47,2753
DHbDB90AD0d83A,AP_AC_2,2025-10-20T09:27:34.205Z,E100468,-32,629
DH7EdbBB7bE2C9,AP_LIB_1,2025-10-02T11:22:53.205Z,E100999,-49,5500
DHE11fc83dDEbA,AP_CAF_1,2025-09-25T14:07:21.205Z,E100392,-65,2946
DH85406f41ad8C,AP_LIB_1,2025-09-26T15:46:34.205Z,E100529,-73,6285
DHFbdaFd8B6Ebf,AP_LIB_3,2025-09-30T06:06:25.205Z,E100857,-80,2325
DHe2F6cbB23806,AP_LIB_2,2025-10-12T05:42:28.205Z,E100401,-78,1562
DHe0b92AaeeceE,AP_LIB_2,2025-10-13T09:56:15.205Z,E100694,-37,3782
DH82571cAAF9E7,AP_LAB_2,2025-10-10T18:17:46.205Z,E100415,-33,4633
DH5CD72cd28577,AP_LAB_2,2025-10-12T13:06:28.205Z,E100369,-64,5565
DHDBF8Bea915cD,AP_LIB_3,2025-10-01T17:57:37.205Z,E100613,-59,4887
DHc47da0BA8116,AP_CAF_1,2025-10-12T02:57:38.205Z,E100184,-71,2759
DH8DA3f5b60C77,AP_CC_2,2025-09-25T12:31:51.205Z,E100833,-39,2432
DH5239ed6BaD9C,AP_LIB_3,2025-10-12T05:32:23.205Z,E100650,-71,1395
DHbde3AA807FC8,AP_LIB_3,2025-10-01T17:35:06.205Z,E100996,-45,5896
DHAFAFC0bfF5ec,AP_AC_1,2025-09-25T16:47:14.205Z,E100483,-59,5668
DH904a2DA9E3D2,AP_AC_1,2025-10-13T15:49:39.205Z,E100141,-41,897
DHb33F8C0cEeB8,AP_CAF_1,2025-10-20T05:12:06.205Z,E100637,-58,1812
DH5b67c86dcF1f,AP_LIB_3,2025-10-10T09:20:24.205Z,E100926,-76,6708
DH584791136f64,AP_LAB_1,2025-10-10T16:58:05.205Z,E100592,-48,4808
DH4D5BBfa9EAEe,AP_AC_1,2025-10-13T05:42:20.205Z,E100005,-51,2821
DHcBD0D47d6f10,AP_AC_1,2025-09-29T15:33:49.205Z,E100159,-31,543
DHF6ABc9b3959A,AP_AC_1,2025-10-23T04:00:24.205Z,E100975,-37,4364
DH39d478CD7bae,AP_LIB_3,2025-09-25T07:30:04.205Z,E100210,-45,5965
DHe0725E8A26fa,AP_LIB_2,2025-10-09T05:28:28.205Z,E100390,-51,6817
DHBacdf30D7Be0,AP_GYM_1,2025-09-28T05:54:26.205Z,E100864,-43,2937
DHabb89a45FD9d,AP_AC_1,2025-10-21T07:15:05.205Z,E100212,-75,4969
DH226dFB8d6ff7,AP_AC_2,2025-10-06T13:32:36.205Z,E100855,-35,1609
DH4aE6859dA266,AP_CAF_1,2025-10-09T22:28:50.205Z,E100202,-64,4610
DH52f24727CB92,AP_LAB_2,2025-10-05T03:09:06.205Z,E100856,-72,3913
DHbb8cd4f00A71,AP_AC_2,2025-10-21T22:38:06.205Z,E100945,-65,4912
DHBEAdCe2fde02,AP_LAB_1,2025-10-10T06:58:49.205Z,E100780,-74,4536
DH25bc77dd61Cd,AP_LAB_2,2025-10-05T06:20:32.205Z,E100909,-44,7026
DHfC5b4fEc6cc2,AP_LIB_1,2025-10-07T12:39:31.205Z,E100731,-68,3621
DHBeb8eE4332C8,AP_GYM_1,2025-10-13T01:07:21.205Z,E100362,-80,1172
DH4B9c6931f751,AP_CAF_1,2025-09-30T09:21:24.205Z,E100873,-73,5586
DH18B2CACa79ae,AP_GYM_1,2025-10-09T14:00:30.205Z,E100621,-61,6993
DHF8eE2E7DccaF,AP_AC_2,2025-10-04T11:46:10.205Z,E100111,-58,527
DHb3f5043AfEeD,AP_LAB_1,2025-10-19T14:11:28.205Z,E100564,-34,621
DH03Cf9d5eE1C5,AP_LIB_1,2025-10-10T10:16:56.205Z,E100599,-64,6558
DH9dFa0dA6bb8F,AP_LAB_1,2025-10-23T08:42:00.205Z,E100654,-39,415
DH35Bc1B7c6d2e,AP_CC_2,2025-09-30T11:39:50.205Z,E100187,-76,2920
DHB7537D9B08e2,AP_CC_2,2025-10-22T20:51:58.205Z,E100108,-49,4439
DH9Bc7E1308DBC,AP_LIB_2,2025-10-19T05:57:28.205Z,E100750,-56,7014
DHB829fdEeB976,AP_CC_2,2025-10-23T11:10:44.205Z,E100017,-43,6455
DH6A34c53c7f97,AP_CC_1,2025-10-15T10:01:10.205Z,E100902,-76,2807
DHb63Cce0aAeEE,AP_LAB_2,2025-10-24T08:56:10.205Z,E100428,-56,6996
DH41f25050B0fA,AP_LIB_3,2025-10-14T03:11:57.205Z,E100293,-75,3783
DHcaf8bB108AE3,AP_CAF_2,2025-10-23T14:04:27.205Z,E100328,-76,4750
DHB7537D9B08e2,AP_AC_2,2025-10-16T07:46:58.205Z,E100108,-65,5681
DH7C7cCE525Ccc,AP_LAB_1,2025-10-07T11:09:20.205Z,E100802,-40,1402
DHf1C095EbD90E,AP_CC_1,2025-10-12T15:18:25.205Z,E100825,-70,738
DHa3faC7920e4F,AP_AC_2,2025-10-08T04:36:52.205Z,E100562,-57,4289
DHC8eb0D86bD56,AP_CC_2,2025-10-06T13:11:43.205Z,E100478,-52,2885
DH558B7E904404,AP_GYM_1,2025-10-18T10:25:21.205Z,E100921,-68,3443
DHec8DD8cEDd6C,AP_LAB_1,2025-10-05T10:08:27.205Z,E100620,-67,4486
DHFCEba5CF70A0,AP_CC_1,2025-10-20T10:58:23.205Z,E100680,-41,6362
DHbA9829a7Fcea,AP_AC_1,2025-10-17T14:15:46.205Z,E100611,-40,779
DHAcC5B9ADeFA2,AP_CAF_1,2025-09-26T02:55:29.205Z,E100614,-46,4117
DH93E6eA11BbC6,AP_AC_1,2025-09-28T07:45:48.205Z,E100679,-36,3941
DHbDC0aea83FA2,AP_CAF_1,2025-10-20T16:01:00.205Z,E100978,-34,6304
DHAaB3eEDD3a39,AP_LIB_3,2025-10-10T13:36:16.205Z,E100893,-63,5148
DH4bFF4C4f8A20,AP_LIB_2,2025-10-23T10:32:37.205Z,E100357,-34,5998
DHF6ABc9b3959A,AP_LIB_3,2025-10-14T06:12:51.205Z,E100975,-80,6093
DHeF70f5af658E,AP_LIB_3,2025-10-01T03:38:14.205Z,E100052,-69,2223
DH4aD7Bad6F629,AP_AC_2,2025-09-28T16:22:16.205Z,E100045,-79,3406
DHA22bdDbae4A1,AP_LIB_1,2025-09-27T11:40:31.205Z,E100576,-52,5483
DHAaB3eEDD3a39,AP_LIB_2,2025-10-21T10:21:27.205Z,E100893,-37,3776
DH55fcfA995ec5,AP_LIB_1,2025-10-24T05:05:35.205Z,E100728,-36,1056
DHfEF8B06c8A3C,AP_AC_1,2025-10-06T13:36:32.205Z,E100914,-57,1889
DHD47dc72B1e1f,AP_LAB_1,2025-09-25T05:59:20.205Z,E100211,-50,2427
DHe058C32ee3b5,AP_LIB_3,2025-10-10T23:33:52.205Z,E100190,-45,6549
DH13a1a14d4ffe,AP_CC_1,2025-09-27T20:50:56.205Z,E100119,-60,2966
DH0Ad53bf7fA69,AP_LAB_2,2025-10-09T11:50:04.205Z,E100253,-44,6351
DH1ceC44EcA4A7,AP_GYM_1,2025-10-16T02:37:06.205Z,E100623,-49,4041
DHCfdd4B3719B8,AP_CAF_1,2025-10-05T10:27:40.205Z,E100167,-59,457
DHbA2B38F36Ddb,AP_LAB_2,2025-10-10T15:03:51.205Z,E100775,-57,5022
DHe5Aec47c37db,AP_CC_1,2025-09-25T05:24:51.205Z,E100693,-43,688
DH2d79Dbb7E52e,AP_LIB_3,2025-10-19T03:42:11.205Z,E100831,-68,463
DH8A9b8bB1ACDA,AP_LAB_2,2025-10-13T04:28:26.205Z,E100989,-33,5613
DH0310ccfdf426,AP_LAB_2,2025-10-14T00:06:53.205Z,E100229,-43,1061
DHe3bc3797dfF9,AP_LIB_2,2025-10-09T05:33:05.205Z,E100454,-32,6223
DH0Fe9a292BC55,AP_CAF_1,2025-10-23T16:12:42.205Z,E100164,-47,7197
DH76A6f50Ddc99,AP_LIB_3,2025-10-02T09:20:01.205Z,E100642,-79,2238
DHAddff7a17e10,AP_AC_1,2025-10-07T04:21:47.205Z,E100600,-79,1058
DH31b2CdBb505B,AP_LAB_1,2025-10-22T18:18:25.205Z,E100374,-38,6731
DH99F5CAf84Bf7,AP_LAB_1,2025-10-21T13:57:59.205Z,E100138,-30,6111
DH09Abe1Ccfc5F,AP_LIB_2,2025-09-29T03:06:48.205Z,E100624,-32,3338
DHDdAd8b0B79Df,AP_CAF_1,2025-10-21T17:02:02.205Z,E100544,-67,849
DH7a0669d64c7a,AP_AC_2,2025-10-10T09:18:03.205Z,E100894,-50,3880
DHcE1F12DF05d4,AP_LIB_2,2025-10-13T04:17:49.205Z,E100034,-49,872
DH57cf4daF5442,AP_AC_1,2025-09-29T17:08:11.205Z,E100519,-70,6070
DHE49aeC6d3A9E,AP_LIB_1,2025-09-29T13:09:59.205Z,E100901,-70,3368
DHB2CfcB703a33,AP_LIB_2,2025-10-19T09:42:38.205Z,E100886,-63,725
DH81Ef40e5be42,AP_AC_2,2025-10-03T13:17:27.205Z,E100353,-78,2139
DH50Eb1bE8e9CB,AP_CC_1,2025-09-28T11:18:33.205Z,E100135,-52,5881
DH0e1FaAed7DaC,AP_CC_1,2025-10-09T05:03:13.205Z,E100969,-65,6552
DH8B2a0fA459fC,AP_LIB_1,2025-10-22T17:36:13.205Z,E100018,-73,4527
DHB06AC8ACa59D,AP_LAB_1,2025-10-07T07:40:53.205Z,E100683,-42,924
DHce9E5f68CD1F,AP_CAF_1,2025-10-18T05:11:58.205Z,E100865,-59,3496
DHF7C8Bb3cf248,AP_GYM_1,2025-10-07T16:13:17.205Z,E100325,-30,7003
DHBEAdCe2fde02,AP_LIB_2,2025-10-17T06:57:10.205Z,E100780,-69,6234
DH38540B9Ad30f,AP_CAF_2,2025-10-18T03:20:25.205Z,E100044,-77,5526
DHCa7f54CfC93d,AP_LIB_3,2025-09-25T13:14:47.205Z,E100709,-58,6518
DH4cac1fbaFa5b,AP_LAB_2,2025-10-04T14:55:39.206Z,E100853,-40,2938
